"Rank","Name","Rep","Post_Count","Followers","Following","Posting","Curation","Steem","Steem_Power","Steem_Dollars","Estimated_Value"
"#1968","danilamarilu",68.1,"2,390","974","932","6,769,514","109,596","1","2,937","15","$3,539"
"#1969","mobbs",62.4,"1,833","569","145","2,186,567","80,851","0","2,937","1","$3,516"
"#1970","leeuw",49.3,"461","138","41","64,755","65,810","55","2,936","6","$3,588"
"#1971","ska",25,"0","0","0","0","0","0","2,935","0","$3,512"
"#1972","jeffjagoe",58.9,"5,547","823","622","1,024,773","23,537","0","2,934","1","$3,512"
"#1973","ninja-whale",36.6,"12","0","0","2,766","9,821","0","2,931","0","$3,507"
"#1974","sponge-bob",64.4,"896","1,122","932","3,836,942","3,917,952","51","2,928","130","$3,763"
"#1975","blockchainttmft",52.4,"880","523","169","169,396","28,207","10","2,927","1","$3,515"
"#1976","crazymumzysa",70.3,"1,686","2,042","1,814","23,171,105","206,054","0","2,926","96","$3,649"
"#1977","jeff-kubitz",66.8,"3,256","1,259","1,229","5,087,288","117,437","0","2,923","0","$3,498"
"#1978","picklejar",40.6,"68","0","0","6,996","7,724","0","2,922","3","$3,501"
"#1979","monstersteam",25,"1","1","0","46","44","0","2,921","0","$3,495"
"#1980","heimindanger",65.1,"933","2,549","965","4,893,335","119,168","881","2,918","27","$4,587"
"#1981","jacobts",62.7,"2,345","1,281","1,241","2,245,001","78,924","0","2,913","99","$3,638"
"#1982","internutter",66.9,"1,322","270","20","4,613,866","67,854","442","2,912","231","$4,367"
"#1983","lester1975",27.3,"1","31","4","203","809","0","2,905","0","$3,476"
"#1984","chaindynamics",58.3,"34","64","0","5,446,253","14","0","2,905","23","$3,511"
"#1985","smurrah",44.7,"75","96","29","18,661","1,403","1","2,902","1","$3,475"
"#1986","mathworksheets",64.1,"3,462","680","99","3,028,364","92,381","0","2,902","9","$3,486"
"#1987","susanlo",63.3,"2,219","919","703","2,983,475","76,050","0","2,898","1","$3,470"
"#1988","clayford08",56.2,"740","538","39","550,543","24,777","868","2,898","67","$4,608"
"#1989","zappl",65.5,"1,879","1,441","0","6,887,032","46,038","267","2,896","0","$3,784"
"#1990","voldemort",25,"0","0","0","0","0","0","2,895","0","$3,463"
"#1991","rouketas",58.8,"1,750","671","647","900,865","132,874","0","2,891","0","$3,459"
"#1992","sebhofmann",57.7,"102","378","396","504,910","133,372","0","2,886","0","$3,453"
"#1993","johnnyyash",63,"972","470","49","3,048,319","35,283","0","2,881","57","$3,534"
"#1994","kidsysco",63.7,"1,043","290","61","2,709,117","22,482","0","2,881","31","$3,494"
"#1995","steeminator3000",65.7,"1,810","1,461","414","3,805,150","155,639","717","2,880","0","$4,304"
"#1996","adriansky",57.2,"1,729","1,172","35","683,386","47,900","0","2,878","1","$3,446"
"#1997","agoric.systems",59,"30","483","15","933,210","31,994","0","2,875","0","$3,439"
"#1998","wakeupnd",66.5,"3,534","752","86","4,236,444","54,972","32","2,871","0","$3,472"
"#1999","bigbryan98",25,"2","49","2","0","9","0","2,868","0","$3,432"
"#2000","neurosaurus",25,"0","0","0","0","0","0","2,863","0","$3,425"
"#2001","lydiachan",65.7,"6,696","549","88","4,637,215","46,817","0","2,862","0","$3,424"
"#2002","mhrose",50.7,"527","138","28","123,139","25,078","0","2,860","70","$3,529"
"#2003","ballinconscious",65.8,"3,278","1,508","602","3,733,219","227,894","232","2,859","13","$3,718"
"#2004","pickoum",65.2,"1,299","1,271","1,305","3,456,052","216,949","35","2,858","1","$3,463"
"#2005","laodr",65.1,"681","350","6","4,652,903","28,476","0","2,849","714","$4,503"
"#2006","lisadang",59.9,"672","627","65","1,204,766","31,230","0","2,844","324","$3,899"
"#2007","datatreemap",41.2,"150","0","0","7,771","1,114","0","2,842","1","$3,401"
"#2008","helpfulness",25,"0","0","0","0","0","22","2,842","0","$3,426"
"#2009","incrediblesnow",63.5,"2,647","412","51","2,679,781","38,785","7","2,842","1","$3,410"
"#2010","lt770",42.3,"165","0","0","10,802","29,706","1","2,837","0","$3,396"
"#2011","oliverdurrer",25,"0","103","19","0","11","0","2,833","0","$3,390"
"#2012","indikapi",25,"1","0","0","0","196","0","2,830","0","$3,386"
"#2013","gohba.handcrafts",61.7,"1,408","616","374","2,177,819","30,450","0","2,824","0","$3,379"
"#2014","xels",56.2,"664","1,094","907","560,093","37,073","0","2,821","5","$3,384"
"#2015","stayoutoftherz",53.3,"671","122","71","147,223","47,716","17","2,820","1","$3,396"
"#2016","fibra59",67.5,"1,804","1,360","95","6,768,850","109,519","0","2,816","26","$3,409"
"#2017","jeffrey4100",25,"0","9","0","0","2,163","0","2,809","0","$3,361"
"#2018","hyokhyok",59.4,"3,481","272","228","893,230","85,278","1","2,808","15","$3,383"
"#2019","geke",63.2,"1,749","339","71","2,203,653","127,871","15","2,807","19","$3,406"
"#2020","snapcharts",31.4,"41","29","6","750","2,664","79","2,804","0","$3,450"
"#2021","watershed",43.4,"135","116","20","3,782","2,112","0","2,804","0","$3,355"
"#2022","gyldenhorn",62.2,"393","8","10","1,599,629","39,965","47","2,802","0","$3,409"
"#2023","finnian",56.4,"3,304","580","511","442,646","29,260","0","2,801","99","$3,503"
"#2024","benslayton",56.6,"72","141","12","2,667,101","2,038","5","2,797","0","$3,353"
"#2025","alanfreestone",63.9,"568","881","255","2,652,524","30,818","0","2,794","0","$3,343"
"#2026","onyx4",25,"2","52","3","0","160","0","2,792","0","$3,340"
"#2027","lsc9999",45.4,"99","228","103","16,417","81,774","507","2,788","0","$3,942"
"#2028","zandro",25,"0","6","0","0","0","0","2,787","0","$3,334"
"#2029","materia",25,"3","58","2","58","783","0","2,782","0","$3,329"
"#2030","rampant",61.6,"469","564","314","2,824,544","35,424","100","2,782","2","$3,451"
"#2031","nr1coin",25,"0","1","3","0","0","0","2,768","0","$3,312"
"#2032","elewarne",67.8,"2,807","765","288","5,095,299","59,980","256","2,767","377","$4,195"
"#2033","epoxy",25,"0","0","0","0","0","64","2,766","0","$3,386"
"#2034","kai",25,"1","2","0","0","382","4,783","2,766","0","$9,032"
"#2035","johnmelendez",57.8,"52","47","0","2,229,412","19","0","2,762","456","$4,004"
"#2036","planter",35.4,"7","57","0","434","1,876,581","402","2,757","0","$3,780"
"#2037","aaronli",66,"2,807","1,325","184","4,819,605","45,883","0","2,751","211","$3,614"
"#2038","jpchalecki",25,"0","0","0","0","15","0","2,751","0","$3,291"
"#2039","btc4u",25,"0","0","0","0","0","0","2,751","0","$3,291"
"#2040","drsteem2",25,"0","0","0","0","0","4,008","2,751","0","$8,086"
"#2041","honeybee",67.1,"289","784","31","6,205,399","36,686","0","2,750","68","$3,394"
"#2042","music",25,"0","0","0","0","0","0","2,750","0","$3,291"
"#2043","nathanjtaylor",62.7,"500","567","556","2,768,987","33,809","146","2,750","408","$4,091"
"#2044","hydro100",51.4,"44","175","32","119,166","24,141","0","2,747","6","$3,297"
"#2045","paradigm-lives",53.4,"250","49","1","2,121,905","4,733","71","2,745","3","$3,374"
"#2046","mafeeva",25,"0","35","0","0","168,554","0","2,744","0","$3,283"
"#2047","soldier",68.7,"3,656","2,462","32","16,170,804","148,795","0","2,739","0","$3,277"
"#2048","mindhunter",72.8,"30,101","2,086","1","34,389,498","340,412","0","2,738","0","$3,276"
"#2049","sherlockcupid",61.9,"42","134","9","4,085,108","45,605","37","2,736","2","$3,320"
"#2050","jwolf",66.1,"15,087","1,771","1,224","5,245,487","509,338","20","2,734","13","$3,315"
"#2051","holabebe",52.6,"670","139","19","170,815","17,319","0","2,730","1","$3,268"
"#2052","cnstlf60",62.6,"1,170","682","429","3,596,677","511,099","1,117","2,728","242","$4,972"
"#2053","michaelkay",25,"1","2","2","0","135","0","2,727","0","$3,262"
"#2054","oregonpop",51.1,"336","163","40","119,201","75,548","0","2,726","13","$3,282"
"#2055","unmean-stweets",66.6,"1,375","330","0","5,175,904","75,537","9","2,723","0","$3,269"
"#2056","jsc",58.3,"295","140","12","2,104,260","2,008","10","2,723","8","$3,282"
"#2057","phenom",61.5,"196","519","83","3,053,465","217,243","685","2,716","3","$4,072"
"#2058","zet",37.4,"45","70","15","424","17,749","3,000","2,710","0","$6,832"
"#2059","nivle838",34.6,"9","13","1","2,012","31","0","2,708","1","$3,242"
"#2060","furious-one",63.8,"667","335","42","2,567,036","56,035","95","2,706","0","$3,352"
"#2061","ackza",64.8,"6,956","2,439","1,603","4,075,667","96,384","0","2,702","1","$3,233"
"#2062","vermillion666",60.4,"130","188","82","3,427,663","9,410","0","2,700","137","$3,440"
"#2063","dezconocido",64.4,"1,403","437","76","2,736,706","42,165","0","2,697","79","$3,347"
"#2064","craigmason",42.3,"53","39","17","11,574","4,811","593","2,696","3","$3,940"
"#2065","andrianna",68.7,"8,296","2,723","1,870","10,433,923","97,193","0","2,696","190","$3,517"
"#2066","jomeszaros",46.1,"158","140","68","26,087","93,182","0","2,694","1","$3,225"
"#2067","cashier",25,"0","0","0","0","0","0","2,693","0","$3,222"
"#2068","joeparys",57.7,"539","369","30","623,921","11,263","0","2,691","26","$3,259"
"#2069","greyman",38,"197","124","43","4,366","32,113","1,107","2,690","19","$4,572"
"#2070","patrice",63.9,"2,150","781","673","2,914,207","90,171","108","2,685","13","$3,362"
"#2071","askaran",51.7,"664","445","32","178,505","9,181","405","2,683","3","$3,698"
"#2072","michiel",51.6,"472","323","27","158,032","45,322","0","2,678","0","$3,204"
"#2073","reconnectnature",61.5,"4,785","1,076","629","2,631,748","102,328","0","2,676","2","$3,204"
"#2074","simonjones",60.6,"109","190","7","1,400,620","1,746,733","3,271","2,672","14","$7,133"
"#2075","nanosesame",63.3,"1,858","539","421","2,715,977","57,794","165","2,671","9","$3,408"
"#2076","suerisue",65.5,"755","988","40","4,672,987","18,337","0","2,670","53","$3,275"
"#2077","rax99",25,"0","0","0","0","0","0","2,669","0","$3,193"
"#2078","jamesstroud",51.3,"3","1","0","319,226","0","0","2,669","35","$3,248"
"#2079","proctologic",61.5,"721","1,472","1,198","1,707,526","529,462","0","2,664","1","$3,190"
"#2080","bigdaddy",62.2,"132","734","13","5,025,320","45,387","0","2,663","12","$3,204"
"#2081","jznsamuel",61.9,"3,606","843","631","1,875,601","127,229","311","2,662","112","$3,730"
"#2082","modjoules",55.3,"6","32","3","2,053,533","0","0","2,662","232","$3,542"
"#2083","rebele93",54.8,"692","0","0","245,349","7,384","0","2,660","0","$3,183"
"#2084","ricksvault",25,"1","0","0","48","0","0","2,658","0","$3,181"
"#2085","minnowhelper",50.8,"5,812","130","0","104,125","621,196","0","2,658","20","$3,211"
"#2086","haiguzzi",51.7,"301","131","45","274,112","14,082","0","2,657","0","$3,179"
"#2087","fisch",54,"498","418","34","277,336","125,071","0","2,654","0","$3,176"
"#2088","stephb",53.4,"208","108","135","168,008","10,118","56","2,654","0","$3,243"
"#2089","suppoman",63.2,"192","1,298","1","2,173,109","2,968","1","2,653","0","$3,176"
"#2090","randowhale0",44.7,"5,634","0","0","12,795","3,158,926","0","2,653","0","$3,174"
"#2091","haveyouvisited",39.7,"65","0","0","5,418","4,938","0","2,650","2","$3,174"
"#2092","sacred-agent",54.7,"1,213","802","603","320,539","73,194","0","2,648","9","$3,182"
"#2093","silviabeneforti",68.5,"9,859","1,360","1,219","9,402,532","172,418","78","2,647","6","$3,270"
"#2094","azfix",64.4,"4,010","1,250","522","4,291,976","150,819","0","2,647","6","$3,176"
"#2095","xbla",25,"0","1","0","0","0","0","2,646","0","$3,165"
"#2096","danb230",25,"0","0","0","0","53","0","2,645","0","$3,165"
"#2097","traf",65.7,"398","0","0","2,902,787","309","3","2,643","0","$3,167"
"#2098","susanli3769",63.5,"2,572","349","332","2,222,679","24,098","160","2,641","5","$3,359"
"#2099","youngkim",42.1,"85","353","271","12,881","224,364","49","2,638","0","$3,215"
"#2100","hanter-kim",62.6,"568","421","418","2,397,673","13,754","0","2,636","42","$3,218"
"#2101","stach",66,"352","42","1","3,813,604","33,760","0","2,635","207","$3,469"
"#2102","travelgirl",66.1,"2,098","436","107","4,904,811","48,269","0","2,634","8","$3,164"
"#2103","pitterpatter",62.2,"3,082","951","679","1,826,292","24,479","136","2,631","56","$3,396"
"#2104","destroyerofwords",25,"0","0","0","0","0","0","2,625","0","$3,141"
"#2105","tangmo",66.6,"14,886","797","761","4,822,970","97,326","0","2,624","0","$3,140"
"#2106","joechou",36.4,"33","0","0","2,567","1,001","1","2,619","1","$3,136"
"#2107","evildeathcore",67.9,"1,479","769","15","10,073,370","75,353","0","2,618","31","$3,179"
"#2108","bhcoleman92",25,"0","0","0","0","1","0","2,616","0","$3,130"
"#2109","yostopia",64,"143","182","14","3,866,526","66","0","2,616","1","$3,131"
"#2110","adamm",52.7,"311","782","129","352,893","15,156","3","2,611","29","$3,172"
"#2111","marius19",73,"3,815","1,527","1,474","35,027,342","736,641","6,034","2,609","83","$10,470"
"#2112","intothewild",57.8,"644","360","70","553,693","59,880","72","2,609","22","$3,241"
"#2113","krischy",65.4,"1,695","1,237","645","4,305,409","59,011","873","2,608","1","$4,166"
"#2114","najoh",61.4,"855","362","17","1,985,197","19,499","0","2,607","0","$3,119"
"#2115","ew-and-patterns",62.9,"1,150","539","319","2,041,560","220,561","60","2,604","40","$3,249"
"#2116","aunt-deb",65.4,"4,595","972","523","3,707,104","108,533","75","2,598","1","$3,199"
"#2117","sluideain",35.7,"35","149","38","1,032","23,361","8","2,598","1","$3,118"
"#2118","steemtrail",73.8,"2,173","1,270","1,074","18,726,885","616,812","0","2,597","0","$3,108"
"#2119","fricibacsi",32.1,"14","108","14","800","53,567","0","2,594","2","$3,107"
"#2120","jankasparec",65.5,"932","825","78","4,406,870","12,821","476","2,594","75","$3,789"
"#2121","philosophy-trail",63.1,"400","585","407","5,102,494","6,516","0","2,593","0","$3,102"
"#2122","rapracorreo",25,"0","64","9","0","141","0","2,589","0","$3,097"
"#2123","victory622",60.8,"2,438","11","5","1,096,190","51,194","120","2,586","1","$3,239"
"#2124","inv",25,"0","269","0","0","3,207,302","0","2,585","4","$3,099"
"#2125","affemannen",31,"11","184","2","1,563","368","0","2,583","0","$3,091"
"#2126","uuuhha",60.6,"232","210","41","1,294,630","92,179","0","2,580","0","$3,087"
"#2127","runrudy",65.5,"2,526","658","446","4,197,259","51,947","0","2,578","11","$3,102"
"#2128","noelletwine",63.8,"271","189","10","4,289,033","970","1,274","2,578","23","$4,643"
"#2129","juanmiguelsalas",68.4,"3,993","1,570","1,436","12,688,074","660,213","50","2,578","1","$3,145"
"#2130","beoped",62.6,"1,819","399","246","2,217,583","207,257","0","2,578","1","$3,085"
"#2131","nrg",25,"0","379","2","0","50,065","24","2,576","0","$3,110"
"#2132","dreamstream",63.5,"880","585","499","2,160,100","14,456","0","2,575","0","$3,081"
"#2133","kenistyles",62.2,"914","435","77","1,937,872","121,843","1,000","2,575","5","$4,285"
"#2134","smooth-f",25,"0","5","0","0","0","15,725","2,574","2,296","$25,416"
"#2135","gaming-trail",65.2,"1,058","477","7","4,989,928","29,368","0","2,570","45","$3,144"
"#2136","homesteadbuilder",44.3,"278","0","0","15,537","45,941","0","2,569","9","$3,088"
"#2137","touchman",40.3,"119","113","54","11,688","2,357","0","2,566","36","$3,126"
"#2138","swelker101",58.6,"829","545","106","785,258","20,253","0","2,564","0","$3,068"
"#2139","victorfigol",37.4,"25","11","3","2,542","1,065","0","2,562","0","$3,065"
"#2140","teo-nyx",42,"39","0","0","9,907","174,301","0","2,558","0","$3,061"
"#2141","blocker994",30.4,"2","14","3","677","11,470","0","2,556","0","$3,059"
"#2142","artguru",65.8,"444","920","850","4,642,979","3,580","0","2,556","788","$4,267"
"#2143","btstools17",25,"0","0","0","0","0","0","2,555","0","$3,057"
"#2144","mericanhomestead",63.7,"1,918","1,851","1,484","3,544,649","73,234","0","2,553","0","$3,054"
"#2145","bodystar",41,"31","0","0","9,562","1,150","0","2,552","2","$3,057"
"#2146","david.neale",25,"0","0","0","0","0","0","2,551","0","$3,052"
"#2147","judyhopps",53.8,"43","109","21","1,582,197","37,531","0","2,551","0","$3,053"
"#2148","formula1",25,"0","0","0","0","8","0","2,551","0","$3,052"
"#2149","gokulnk",52.9,"453","377","240","169,639","54,290","188","2,545","5","$3,278"
"#2150","steemit.vlog",12.7,"521","133","115","35,686","10,244","0","2,545","4","$3,050"
"#2151","gmekala108",25,"2","0","0","0","0","0","2,540","0","$3,040"
"#2152","steemit2",25,"1","182","5","0","53","781,377","2,540","4,992","$945,580"
"#2153","joechiappetta",50.2,"878","316","119","107,743","53,447","0","2,537","14","$3,057"
"#2154","emancipatedhuman",65.5,"559","1,151","83","7,658,566","27,922","6","2,537","14","$3,064"
"#2155","senseye",64.6,"75","456","472","3,706,954","61,536","16","2,536","15","$3,077"
"#2156","superstar",60.6,"120","109","27","945,878","68,872","3,093","2,536","0","$6,735"
"#2157","luckyluk",39.6,"13","129","53","1,274","904","658","2,536","0","$3,821"
"#2158","allprowi",54,"246","889","645","390,850","58,998","758","2,534","0","$3,939"
"#2159","mightpossibly",40.2,"84","0","0","5,946","12,577","0","2,533","0","$3,031"
"#2160","bradwaite",25,"0","0","0","0","133","0","2,531","0","$3,028"
"#2161","jerry12",58.7,"667","390","90","1,276,110","11,365","27","2,529","2","$3,060"
"#2162","cloh76",63.6,"1,143","942","599","2,827,191","34,480","1","2,528","18","$3,053"
"#2163","ttolar3393",25,"3","33","5","78","185","0","2,528","0","$3,024"
"#2164","iceblue",52,"59","90","10","119,211","13,948","0","2,524","71","$3,130"
"#2165","heroic15397",61.9,"3,562","1,054","1,007","1,563,237","147,577","0","2,523","0","$3,019"
"#2166","moromaro",59.3,"1,295","182","120","750,580","24,806","0","2,523","22","$3,052"
"#2167","luisneira",53.7,"497","166","87","240,819","62,459","0","2,522","1","$3,019"
"#2168","hopehuggs",64.9,"2,174","1,058","810","3,319,158","119,143","0","2,522","83","$3,145"
"#2169","vandrei.razvan",40.6,"44","65","11","9,272","2,775","65","2,522","5","$3,102"
"#2170","nigelmarkdias",63.3,"4,477","1,510","1,557","2,132,013","47,756","0","2,520","0","$3,015"
"#2171","numberofdays",25,"0","22","0","0","0","0","2,516","0","$3,010"
"#2172","lotsaluck",25,"0","0","0","0","0","0","2,515","0","$3,009"
"#2173","rnglab",51.5,"19","39","7","216,242","7,533","0","2,513","0","$3,007"
"#2174","mobileceo",47.5,"89","119","15","91,525","101","0","2,513","0","$3,007"
"#2175","pery",58.3,"556","475","366","610,906","276,190","0","2,510","0","$3,003"
"#2176","stevegumm",54.5,"6","0","0","1,941,708","0","0","2,508","216","$3,332"
"#2177","underdog",25,"0","0","0","0","0","32","2,508","0","$3,039"
"#2178","strawhat",62.5,"784","575","55","3,434,289","137,880","0","2,507","0","$3,000"
"#2179","bullishmoney",62.7,"1,757","907","43","3,329,207","3,729","477","2,507","258","$3,966"
"#2180","btsnow",25,"0","57","0","0","0","568","2,505","0","$3,676"
"#2181","brownrigg",25,"0","0","0","0","0","568","2,505","0","$3,676"
"#2182","emf",25,"0","0","0","0","0","1,143","2,505","0","$4,364"
"#2183","hustletoparadise",61.9,"791","436","154","2,227,613","10,039","7","2,502","0","$3,001"
"#2184","orenshani7",64.6,"1,062","865","875","2,844,595","87,897","0","2,502","114","$3,168"
"#2185","bulleth",64.3,"1,454","905","624","3,423,416","34,281","94","2,501","0","$3,106"
"#2186","michaelwilshaw",55,"278","129","69","253,128","19,808","0","2,500","66","$3,093"
"#2187","dacocp",40.1,"5","34","30","6,739","1,456","0","2,495","0","$2,985"
"#2188","steemitqa",60.8,"5,964","1,483","1,237","1,063,797","73,585","34","2,494","82","$3,150"
"#2189","cryptodoctor1",25,"0","25","3","0","30","0","2,493","0","$2,982"
"#2190","huibin-zhang",25,"1","0","0","0","0","0","2,491","0","$2,980"
"#2191","blackwaterissue",53.7,"335","330","326","289,662","90,122","0","2,489","0","$2,978"
"#2192","sarasate",57.1,"570","563","287","802,665","52,919","132","2,486","3","$3,138"
"#2193","tim-beck",56.1,"87","158","15","468,549","10,930","0","2,479","1","$2,968"
"#2194","zymer",52.3,"6","55","4","373,110","219","423","2,479","218","$3,806"
"#2195","treewood",25,"1","1","1","0","0","0","2,478","0","$2,965"
"#2196","bwhale128",25,"13","59","17","0","6,369","0","2,478","0","$2,965"
"#2197","tbnfl4sun",58.8,"1,273","531","499","593,822","42,661","126","2,477","6","$3,123"
"#2198","cryptobarry",58.2,"1,426","416","22","926,460","13,428","0","2,476","6","$2,972"
"#2199","mindover",61,"400","569","28","2,313,158","12,307","0","2,473","43","$3,025"
"#2200","dockarl",25,"0","0","0","0","55","0","2,471","0","$2,956"
"#2201","jvbaseball99",35.9,"18","62","25","2,857","30,328","4","2,469","0","$2,959"
"#2202","rusteemitblog",64.7,"296","419","14","2,616,522","91,405","0","2,466","60","$3,043"
"#2203","ghostwriter82",51.6,"297","493","91","152,793","98,763","0","2,465","0","$2,950"
"#2204","biophil",66.8,"2,720","1,514","67","8,596,105","1,343,202","1,887","2,464","0","$5,207"
"#2205","johndogett",51,"486","263","120","167,229","36,361","2,411","2,463","11","$5,850"
"#2206","supermarioo",65.4,"719","211","31","3,718,988","49,535","1,203","2,463","20","$4,417"
"#2207","jungs",63.2,"5,039","513","371","2,501,860","266,796","34","2,460","5","$2,991"
"#2208","panda",54.4,"11","34","1","1,907,603","26","0","2,458","608","$3,874"
"#2209","howevilweare",36.5,"35","101","13","3,237","7,171","735","2,455","0","$3,818"
"#2210","bitbtc",25,"0","0","0","0","0","0","2,455","0","$2,937"
"#2211","lucky",25,"0","0","0","0","0","0","2,453","0","$2,935"
"#2212","sirknight",61.3,"3,469","1,259","1,210","2,113,395","77,482","55","2,452","5","$3,007"
"#2213","meysam",64.5,"932","755","84","3,490,890","172,216","1,223","2,451","1","$4,397"
"#2214","mohamed-shebl",54.8,"55","74","24","1,901,418","3,150","0","2,451","21","$2,965"
"#2215","in2itiveart",65.5,"2,243","657","479","4,137,457","19,023","169","2,450","6","$3,143"
"#2216","taskmanager",63.2,"809","569","203","1,714,462","222,672","20","2,450","9","$2,969"
"#2217","foovler",57.5,"1,526","161","50","471,471","14,789","0","2,450","14","$2,952"
"#2218","anto.brajkovic",25,"0","0","0","0","299","0","2,450","0","$2,931"
"#2219","avtzis.petros",65.9,"1,288","587","369","4,147,044","49,988","9","2,449","5","$2,948"
"#2220","estefantt",60.2,"82","239","3","2,090,044","3,073","2","2,449","21","$2,965"
"#2221","drwom",65.5,"1,497","520","504","3,772,560","44,596","87","2,448","0","$3,033"
"#2222","noggfresh",52.2,"92","186","56","105,363","79,412","0","2,447","0","$2,928"
"#2223","ekklesiagora",62.6,"282","335","53","2,488,298","13,744","8","2,447","55","$3,022"
"#2224","charles-d",55.4,"272","901","821","259,518","30,473","51","2,446","26","$3,027"
"#2225","s3rg3",59.6,"1,559","431","66","1,082,102","35,318","0","2,446","4","$2,933"
"#2226","shawnfishbit",55.6,"1,016","612","340","499,099","167,384","452","2,446","0","$3,468"
"#2227","openledger",25,"0","156","0","0","0","280,017","2,443","0","$337,952"
"#2228","quocvietle",59.7,"2,091","250","188","784,038","23,878","61","2,442","27","$3,036"
"#2229","mamo",54.2,"78","119","33","157,787","29,041","0","2,442","31","$2,969"
"#2230","kanoptx",60.3,"77","68","9","4,939,699","184,820","0","2,438","1,898","$5,827"
"#2231","steembusiness",65.2,"1,275","320","222","3,651,634","56,240","0","2,437","0","$2,916"
"#2232","asbear",63.5,"4,423","343","310","2,208,515","23,984","19","2,434","4","$2,942"
"#2233","tastetwist",54.1,"1,619","2,238","2,321","339,479","63,842","0","2,434","0","$2,912"
"#2234","someone",68.6,"163","1,274","15","4,781,303","14,898","28","2,433","33","$2,995"
"#2235","adamhole",58.8,"542","1,629","1,311","1,169,198","133,626","801","2,432","1","$3,869"
"#2236","christosthegreek",43.2,"46","5","0","12,548","8,143","0","2,432","0","$2,910"
"#2237","polebird",56.5,"1,015","0","0","341,418","1,759","35","2,432","4","$2,958"
"#2238","mattdoyle",25,"1","0","0","0","36","0","2,431","0","$2,909"
"#2239","artist1989",63.6,"493","530","20","2,776,681","34,621","0","2,430","0","$2,908"
"#2240","xtrodinarypilot",66.1,"2,041","683","344","5,938,215","34,359","0","2,430","16","$2,932"
"#2241","park.bom",49.7,"237","137","59","84,804","11,805","0","2,428","0","$2,905"
"#2242","mrpointp",62.7,"1,709","347","91","2,226,797","25,754","0","2,427","3","$2,909"
"#2243","steemkr",38.8,"2","9","3","5,711","104","0","2,425","0","$2,902"
"#2244","jadsteemit",25,"2","0","0","0","0","0","2,423","0","$2,899"
"#2245","altertrader",55.8,"346","0","0","324,252","22,039","0","2,419","2","$2,898"
"#2246","kj50114",52.1,"713","71","28","183,682","4,133","0","2,417","120","$3,076"
"#2247","frefrik",25,"0","99","4","0","43","1,824","2,416","0","$5,074"
"#2248","kedjom-keku",51.7,"495","703","746","206,949","4,676","113","2,416","0","$3,026"
"#2249","yoonjang0707",70.9,"601","939","429","29,661,978","2,300,975","0","2,406","0","$2,878"
"#2250","indurkin",40.2,"59","55","9","6,228","6,743","0","2,405","0","$2,877"
"#2251","greenstar",50.4,"711","685","582","130,286","47,357","1","2,405","1","$2,880"
"#2252","kingfish",25,"0","0","0","0","167","0","2,398","0","$2,870"
"#2253","rahulyadav",47.4,"40","139","53","55,428","24,752","0","2,397","0","$2,868"
"#2254","keanhong",25,"3","47","4","0","47","0","2,394","0","$2,864"
"#2255","mossinator",43.4,"90","1,095","1,184","56,598","1,390","0","2,390","25","$2,898"
"#2256","businesswri",61.4,"5,677","1,617","1,591","1,965,763","78,546","0","2,389","0","$2,858"
"#2257","aboutagirl",54.9,"10","79","0","1,874,244","144","0","2,386","0","$2,856"
"#2258","chefsteve",55.6,"849","114","69","294,160","8,544","26","2,386","30","$2,932"
"#2259","daisyd",65.8,"1,137","810","470","4,617,082","22,330","91","2,384","220","$3,299"
"#2260","truth-be-told",50.2,"523","262","222","101,733","19,730","12","2,381","68","$2,967"
"#2261","madbitcoins",59.6,"108","413","10","6,857,198","536","0","2,380","1","$2,848"
"#2262","shourai",54.6,"4","0","0","248,427","130","0","2,379","53","$2,928"
"#2263","shadowspub",66,"3,787","1,151","1,087","4,107,422","219,746","14","2,377","31","$2,908"
"#2264","skytrex",54.4,"1,301","409","81","294,807","41,010","0","2,375","3","$2,846"
"#2265","cyberblock",58.2,"1,965","720","560","765,911","47,265","0","2,372","2","$2,842"
"#2266","makishart",62,"1,204","487","107","2,356,727","159,329","0","2,372","3","$2,842"
"#2267","pierregi",34.5,"19","60","5","285","92","0","2,371","7","$2,848"
"#2268","sminer4",25,"0","0","0","0","0","0","2,371","0","$2,836"
"#2269","lklab2013",60.8,"1,895","340","126","1,146,065","12,694","0","2,370","73","$2,947"
"#2270","lgs8235",58.3,"617","138","22","656,166","12,564","0","2,369","228","$3,184"
"#2271","timelapse",62,"899","415","287","2,081,270","34,358","1","2,366","18","$2,859"
"#2272","merciesmay",53.9,"14","24","0","1,844,143","2","0","2,362","207","$3,143"
"#2273","jang",63.1,"1,943","557","61","1,644,847","64,227","0","2,362","2","$2,829"
"#2274","oendertuerk",61.1,"1,379","619","337","1,683,880","74,649","271","2,360","0","$3,149"
"#2275","kyle.anderson",60.6,"1,932","984","338","2,174,978","46,757","1,047","2,360","56","$4,162"
"#2276","nainaztengra",60.1,"2,601","377","399","777,445","16,440","0","2,360","54","$2,907"
"#2277","loro",35.9,"12","42","1","6,565","570","0","2,359","0","$2,823"
"#2278","sukhpreetsingh",53.4,"236","339","60","229,470","47,433","1,542","2,359","2","$4,670"
"#2279","deaddy",51,"167","344","41","229,499","27,207","7,049","2,358","2","$11,257"
"#2280","circuitboard",25,"0","0","0","0","0","0","2,356","0","$2,819"
